supplier,category,collection,code,item_name,finish,price,currency,page,confidence,review_notes
Yale,Euro Profile Cylinders,Essential Bathroom Cylinders (Regular Keys),70MM-BM-BK-Z,Essential Euro Profile Bathroom Cylinder 70MM (Regular Keys),Black Matt,1000,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Euro Profile Cylinders,Essential Bathroom Cylinders (Regular Keys),70MM-RG-BK-Z,Essential Euro Profile Bathroom Cylinder 70MM (Regular Keys),Rose Gold,1100,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Euro Profile Cylinders,Essential Bathroom Cylinders (Regular Keys),80MM-SN-BK-Z,Essential Euro Profile Bathroom Cylinder 80MM (Regular Keys),Satin Nickel,1060,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Euro Profile Cylinders,Essential Bathroom Cylinders (Regular Keys),80MM-AB-BK-Z,Essential Euro Profile Bathroom Cylinder 80MM (Regular Keys),Antique Brass,1060,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Euro Profile Cylinders,Essential Bathroom Cylinders (Regular Keys),80MM-BM-BK-Z,Essential Euro Profile Bathroom Cylinder 80MM (Regular Keys),Black Matt,1120,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Euro Profile Cylinders,Essential Bathroom Cylinders (Regular Keys),80MM-RG-BK-Z,Essential Euro Profile Bathroom Cylinder 80MM (Regular Keys),Rose Gold,1180,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Euro Profile Cylinders,Half Cylinders (Single Cylinders),40MM-HALF-SN-S,Euro Profile Half Cylinder 40MM,Satin Nickel,1080,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Euro Profile Cylinders,Half Cylinders (Single Cylinders),40MM-HALF-AB-S,Euro Profile Half Cylinder 40MM,Antique Brass,1140,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Euro Profile Cylinders,Half Cylinders (Single Cylinders),40MM-HALF-BM-S,Euro Profile Half Cylinder 40MM,Black Matt,1220,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Euro Profile Cylinders,Half Cylinders (Single Cylinders),40MM-HALF-RG-S,Euro Profile Half Cylinder 40MM,Rose Gold,1220,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Euro Profile Cylinders,Half Cylinders (Single Cylinders),45MM-HALF-SN-S,Euro Profile Half Cylinder 45MM,Satin Nickel,1160,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Euro Profile Cylinders,Half Cylinders (Single Cylinders),50MM-HALF-SN-S,Euro Profile Half Cylinder 50MM,Satin Nickel,1300,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Euro Profile Cylinders,Half Cylinders (Single Cylinders),40MM-TT-HALF-SN-S,"Euro Profile Half Cylinder 40MM, Thumbturn",Satin Nickel,1080,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Euro Profile Cylinders,Half Cylinders (Single Cylinders),40MM-TT-HALF-AB-S,"Euro Profile Half Cylinder 40MM, Thumbturn",Antique Brass,1140,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Euro Profile Cylinders,Half Cylinders (Single Cylinders),40MM-TT-HALF-BM-S,"Euro Profile Half Cylinder 40MM, Thumbturn",Black Matt,1220,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Euro Profile Cylinders,Half Cylinders (Single Cylinders),40MM-TT-HALF-RG-S,"Euro Profile Half Cylinder 40MM, Thumbturn",Rose Gold,1220,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Euro Profile Cylinders,Half Cylinders (Single Cylinders),45MM-TT-HALF-SN-S,"Euro Profile Half Cylinder 45MM, Thumbturn",Satin Nickel,1160,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Euro Profile Cylinders,Half Cylinders (Single Cylinders),50MM-TT-HALF-SN-S,"Euro Profile Half Cylinder 50MM, Thumbturn",Satin Nickel,1300,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Secura Mortise Lockbody with Cylinder,YSMC-8545/60MMTTDK-SN,"Secura Mortise Lockbody Cylinder, 85 C2C 45mm B/S, Latch & Deadbolt, 60MM TT DK",Satin Nickel,1960,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Secura Mortise Lockbody with Cylinder,YSMC-8545/60MMTTDK-AB,"Secura Mortise Lockbody Cylinder, 85 C2C 45mm B/S, Latch & Deadbolt, 60MM TT DK",Antique Brass,1980,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Secura Mortise Lockbody with Cylinder,YSMC-8545/60MMTTDK-BM,"Secura Mortise Lockbody Cylinder, 85 C2C 45mm B/S, Latch & Deadbolt, 60MM TT DK",Black Matt,2200,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Secura Mortise Lockbody with Cylinder,YSMC-8545/60MMTTDK-RG,"Secura Mortise Lockbody Cylinder, 85 C2C 45mm B/S, Latch & Deadbolt, 60MM TT DK",Rose Gold,2200,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Secura Mortise Lockbody with Cylinder,YSMC-8545/60MMDCDK-SN,"Secura Mortise Lockbody Cylinder, 85 C2C 45mm B/S, Latch & Deadbolt, 60MM DC DK",Satin Nickel,1960,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Secura Mortise Lockbody with Cylinder,YSMC-8545/60MMDCDK-AB,"Secura Mortise Lockbody Cylinder, 85 C2C 45mm B/S, Latch & Deadbolt, 60MM DC DK",Antique Brass,1980,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Secura Mortise Lockbody with Cylinder,YSMC-8545/60MMDCDK-BM,"Secura Mortise Lockbody Cylinder, 85 C2C 45mm B/S, Latch & Deadbolt, 60MM DC DK",Black Matt,2200,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Secura Mortise Lockbody with Cylinder,YSMC-8545/60MMDCDK-RG,"Secura Mortise Lockbody Cylinder, 85 C2C 45mm B/S, Latch & Deadbolt, 60MM DC DK",Rose Gold,2200,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Secura Mortise Lockbody with Cylinder,YSMC-8545/60MMBK-SN,"Secura Mortise Lockbody Cylinder, 85 C2C 45mm B/S, Latch & Deadbolt, 60MM Privacy",Satin Nickel,1820,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Secura Mortise Lockbody with Cylinder,YSMC-8545/60MMBK-AB,"Secura Mortise Lockbody Cylinder, 85 C2C 45mm B/S, Latch & Deadbolt, 60MM Privacy",Antique Brass,1840,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Secura Mortise Lockbody with Cylinder,YSMC-8545/60MMBK-BM,"Secura Mortise Lockbody Cylinder, 85 C2C 45mm B/S, Latch & Deadbolt, 60MM Privacy",Black Matt,2080,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Secura Mortise Lockbody with Cylinder,YSMC-8545/60MMBK-RG,"Secura Mortise Lockbody Cylinder, 85 C2C 45mm B/S, Latch & Deadbolt, 60MM Privacy",Rose Gold,2080,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Secura Mortise Lockbody with Cylinder,YSMC-8545/70MMTTDK-SN,"Secura Mortise Lockbody Cylinder, 85 C2C 45mm B/S, Latch & Deadbolt, 70MM TT DK",Satin Nickel,2060,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Secura Mortise Lockbody with Cylinder,YSMC-8545/70MMTTDK-AB,"Secura Mortise Lockbody Cylinder, 85 C2C 45mm B/S, Latch & Deadbolt, 70MM TT DK",Antique Brass,2080,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Secura Mortise Lockbody with Cylinder,YSMC-8545/70MMTTDK-BM,"Secura Mortise Lockbody Cylinder, 85 C2C 45mm B/S, Latch & Deadbolt, 70MM TT DK",Black Matt,2320,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Secura Mortise Lockbody with Cylinder,YSMC-8545/70MMTTDK-RG,"Secura Mortise Lockbody Cylinder, 85 C2C 45mm B/S, Latch & Deadbolt, 70MM TT DK",Rose Gold,2320,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Secura Mortise Lockbody with Cylinder,YSMC-8545/70MMDCDK-SN,"Secura Mortise Lockbody Cylinder, 85 C2C 45mm B/S, Latch & Deadbolt, 70MM DC DK",Satin Nickel,2060,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Secura Mortise Lockbody with Cylinder,YSMC-8545/70MMDCDK-AB,"Secura Mortise Lockbody Cylinder, 85 C2C 45mm B/S, Latch & Deadbolt, 70MM DC DK",Antique Brass,2080,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Secura Mortise Lockbody with Cylinder,YSMC-8545/70MMDCDK-BM,"Secura Mortise Lockbody Cylinder, 85 C2C 45mm B/S, Latch & Deadbolt, 70MM DC DK",Black Matt,2320,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Secura Mortise Lockbody with Cylinder,YSMC-8545/70MMDCDK-RG,"Secura Mortise Lockbody Cylinder, 85 C2C 45mm B/S, Latch & Deadbolt, 70MM DC DK",Rose Gold,2320,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Secura Mortise Lockbody with Cylinder,YSMC-8545/70MMBK-SN,"Secura Mortise Lockbody Cylinder, 85 C2C 45mm B/S, Latch & Deadbolt, 70MM Privacy",Satin Nickel,1960,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Secura Mortise Lockbody with Cylinder,YSMC-8545/70MMBK-AB,"Secura Mortise Lockbody Cylinder, 85 C2C 45mm B/S, Latch & Deadbolt, 70MM Privacy",Antique Brass,1980,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Secura Mortise Lockbody with Cylinder,YSMC-8545/70MMBK-BM,"Secura Mortise Lockbody Cylinder, 85 C2C 45mm B/S, Latch & Deadbolt, 70MM Privacy",Black Matt,2200,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Secura Mortise Lockbody with Cylinder,YSMC-8545/70MMBK-RG,"Secura Mortise Lockbody Cylinder, 85 C2C 45mm B/S, Latch & Deadbolt, 70MM Privacy",Rose Gold,2200,INR,29,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Premium Residential Mortise Locks,YSM 9250,Magnetic Mortise Lock 92mm C2C and 50mm Backset,Satin Steel,3540,INR,29,HIGH,
Yale,Mortise Locks,Premium Residential Mortise Locks,YSM 8550,"Magnetic Mortise Lock 85mm C2C and 50mm Backset, Latch & Bolt",Satin Steel,2320,INR,29,HIGH,
Yale,Mortise Locks,Premium Residential Mortise Locks,4S-7085-SS,"Mortise Lockbody, 70mm B/S and 85mm C2C, 4 Stroke",Satin Steel,2280,INR,29,HIGH,
Yale,Mortise Locks,Premium Residential Mortise Locks,4S-7085-AB,"Mortise Lockbody, 70mm B/S and 85mm C2C, 4 Stroke",Antique Brass,2460,INR,29,HIGH,
Yale,Mortise Locks,Premium Residential Mortise Locks,RP E3B 45,"Mortise Lockbody, 3Bolt - Entrance, 45mm Backset, C2C 85 (SSS)",Satin Steel,3300,INR,30,HIGH,
Yale,Mortise Locks,Premium Residential Mortise Locks,RP E3B 60,"Mortise Lockbody, 3Bolt - Entrance, 60mm Backset, C2C 85 (SSS)",Satin Steel,3460,INR,30,HIGH,
Yale,Mortise Locks,Economy Roller Mortise Lock,EN85/45,"EN Standard Mortise Lockbody 85 C/C, 45mm Backset (Painted)",Painted,1740,INR,30,HIGH,
Yale,Mortise Locks,Economy Roller Mortise Lock,EN85/60,"EN Standard Mortise Lockbody 85 C/C, 60mm Backset (Painted)",Painted,1960,INR,30,HIGH,
Yale,Mortise Locks,Economy Roller Mortise Lock,25-6085-RL-SS,Roller Mortise Lock - 60mm B/S 85 C2C,Satin Steel,1620,INR,30,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Economy Roller Mortise Lock,25-6085-RL-AB,Roller Mortise Lock - 60mm B/S 85 C2C,Antique Brass,1740,INR,30,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Economy Roller Mortise Lock,25-6085-RL-BM,Roller Mortise Lock - 60mm B/S 85 C2C,Black Matt,1920,INR,30,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Economy Roller Mortise Lock,25-6085-RL-RG,Roller Mortise Lock - 60mm B/S 85 C2C,Rose Gold,1920,INR,30,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Economy Mortise Babylatch,18 P1.50 SS04-S,Mortise Lockbody - 50 B/S Latch only (SSS),Satin Steel,1060,INR,30,HIGH,
Yale,Mortise Locks,Economy Mortise Babylatch,18 P1.50 SS04-AB,Mortise Lockbody - 50 B/S Latch only (AB),Antique Brass,1120,INR,30,HIGH,
Yale,Mortise Locks,Economy Mortise Babylatch,18 P1.50-SS,"Mortise Babylatch, 50mm Backset",Satin Steel,580,INR,30,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Economy Mortise Babylatch,18 P1.50-AB,"Mortise Babylatch, 50mm Backset",Antique Brass,640,INR,30,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Economy Mortise Babylatch,18 P1.50-BM,"Mortise Babylatch, 50mm Backset",Black Matt,640,INR,30,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Economy Mortise Babylatch,18 P1.50-RG,"Mortise Babylatch, 50mm Backset",Rose Gold,700,INR,30,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Economy Roller Mortise Lock,25-4585-RL-SS,Roller Mortise Lock - 45mm B/S 85 C2C,Satin Steel,1580,INR,30,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Economy Roller Mortise Lock,25-4585-RL-AB,Roller Mortise Lock - 45mm B/S 85 C2C,Antique Brass,1680,INR,30,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Economy Roller Mortise Lock,25-4585-RL-BM,Roller Mortise Lock - 45mm B/S 85 C2C,Black Matt,1800,INR,30,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Economy Roller Mortise Lock,25-4585-RL-RG,Roller Mortise Lock - 45mm B/S 85 C2C,Rose Gold,1800,INR,30,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Premium Residential Mortise Locks,18 P3.50-S,"Mortise Lockbody - 50 C2C - 50mm B/S, Latch & Deadbolt (Value)",Satin Steel,1300,INR,30,HIGH,
Yale,Mortise Locks,Premium Residential Mortise Locks,18 P3.50-AB,"Mortise Lockbody - 50 C2C - 50mm B/S, Latch & Deadbolt (AB)",Antique Brass,1300,INR,30,HIGH,
Yale,Mortise Locks,Premium Residential Mortise Locks,18 P4.50-ESC-SS,"Mortise Deadbolt with Escutcheons, 50mm Backset",Satin Steel,1380,INR,30,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Premium Residential Mortise Locks,18 P4.50-ESC-AB,"Mortise Deadbolt with Escutcheons, 50mm Backset",Antique Brass,1200,INR,30,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Premium Residential Mortise Locks,18 P4.50-ESC-BM,"Mortise Deadbolt with Escutcheons, 50mm Backset",Black Matt,1620,INR,30,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Premium Residential Mortise Locks,18 P4.50-ESC-PRG,"Mortise Deadbolt with Escutcheons, 50mm Backset",Rose Gold PVD,1740,INR,30,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Mortise Locks,Premium Residential Mortise Locks,24-8545 BRSS04-S,"Mortise Lockbody - 85 C2C - 45mm B/S, Latch & Deadbolt (Brass)",Satin Steel,1740,INR,30,HIGH,
Yale,Mortise Locks,Premium Residential Mortise Locks,24-8545 BRSS04 AB-S,"Mortise Lockbody - 85 C2C - 45mm B/S, Latch & Deadbolt (Brass)",Antique Brass,1920,INR,30,HIGH,
Yale,Mortise Locks,Premium Residential Mortise Locks,24-8545 BRSS04 PBM,"Mortise Lockbody - 85 C2C - 45mm B/S, Latch & Deadbolt (Brass)",Black Matt PVD,2320,INR,30,HIGH,
Yale,Mortise Locks,Premium Residential Mortise Locks,24-8545 BRSS04 PRG,"Mortise Lockbody - 85 C2C - 45mm B/S, Latch & Deadbolt (Brass)",Rose Gold PVD,2380,INR,30,HIGH,
Yale,Mortise Locks,Premium Residential Mortise Locks,24-8560 BRSS04-S,"Mortise Lockbody - 85 C2C - 60mm B/S, Latch & Deadbolt (Brass)",Satin Steel,2040,INR,31,HIGH,
Yale,Mortise Locks,Premium Residential Mortise Locks,24-8560 BRSS04 AB-S,"Mortise Lockbody - 85 C2C - 60mm B/S, Latch & Deadbolt (Brass)",Antique Brass,2080,INR,31,HIGH,
Yale,Mortise Locks,Premium Residential Mortise Locks,24-8560 BRSS04 PBM,"Mortise Lockbody - 85 C2C - 60mm B/S, Latch & Deadbolt (Brass)",Black Matt PVD,2400,INR,31,HIGH,
Yale,Mortise Locks,Premium Residential Mortise Locks,24-8560 BRSS04 PRG,"Mortise Lockbody - 85 C2C - 60mm B/S, Latch & Deadbolt (Brass)",Rose Gold PVD,2560,INR,31,HIGH,
Yale,Mortise Locks,Economy Residential Mortise Locks,22-8545-S,"Mortise Lockbody - 85 C2C - 45mm B/S, Latch & Deadbolt (ECO)",Satin Steel,1180,INR,31,HIGH,
Yale,Mortise Locks,Economy Residential Mortise Locks,22-8545-AB-S,"Mortise Lockbody - 85 C2C - 45mm B/S, Latch & Deadbolt (ECO)",Antique Brass,1220,INR,31,HIGH,
Yale,Mortise Locks,Economy Residential Mortise Locks,22-8545-BM-S,"Mortise Lockbody - 85 C2C - 45mm B/S, Latch & Deadbolt (ECO)",Black Matt,1320,INR,31,HIGH,
Yale,Mortise Locks,Economy Residential Mortise Locks,22-8545-RG-S,"Mortise Lockbody - 85 C2C - 45mm B/S, Latch & Deadbolt (ECO)",Rose Gold,1400,INR,31,HIGH,
Yale,Mortise Locks,Economy Residential Mortise Locks,22-8545-RGM-S,"Mortise Lockbody - 85 C2C - 45mm B/S, Latch & Deadbolt (ECO)",Rose Gold Matt,1400,INR,31,HIGH,
Yale,Mortise Locks,Economy Residential Mortise Locks,22-8545-ANTH-S,"Mortise Lockbody - 85 C2C - 45mm B/S, Latch & Deadbolt (ECO)",Anthracite,1400,INR,31,HIGH,
Yale,Mortise Locks,Economy Residential Mortise Locks,22-8560-S,"Mortise Lockbody - 85 C2C - 60mm B/S, Latch & Deadbolt (ECO), SS",Satin Steel,1700,INR,31,HIGH,
Yale,Mortise Locks,Economy Residential Mortise Locks,22-8560-AB-S,"Mortise Lockbody - 85 C2C - 60mm B/S, Latch & Deadbolt (ECO), SS",Antique Brass,1740,INR,31,HIGH,
Yale,Mortise Locks,Economy Residential Mortise Locks,22-8560-BM-S,"Mortise Lockbody - 85 C2C - 60mm B/S, Latch & Deadbolt (ECO), SS",Black Matt,1840,INR,31,HIGH,
Yale,Mortise Locks,Economy Residential Mortise Locks,22-8560-RG-S,"Mortise Lockbody - 85 C2C - 60mm B/S, Latch & Deadbolt (ECO), SS",Rose Gold,1940,INR,31,HIGH,
Yale,Mortise Locks,Economy Residential Mortise Locks,22-8560-RGM-S,"Mortise Lockbody - 85 C2C - 60mm B/S, Latch & Deadbolt (ECO), SS",Rose Gold Matt,1920,INR,31,HIGH,
Yale,Mortise Locks,Economy Residential Mortise Locks,22-8560-ANTH-S,"Mortise Lockbody - 85 C2C - 60mm B/S, Latch & Deadbolt (ECO), SS",Anthracite,1920,INR,31,HIGH,
Yale,Rim Locks,KRATOS Lockable Knob Series,KRT-LKNB LB (SSM/BN),"KRATOS Lockable Knob, 2 Deadbolts and 1 Latchbolt",Satin Steel Matt and Black Nickel,5560,INR,31,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Rim Locks,KRATOS Lockable Knob Series,KRT-LKNB LB (ABM/BN),"KRATOS Lockable Knob, 2 Deadbolts and 1 Latchbolt",Antique Brass Matt and Black Nickel,5820,INR,31,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Rim Locks,KRATOS Lockable Knob Series,KRT-LKNB LB (BM/BN),"KRATOS Lockable Knob, 2 Deadbolts and 1 Latchbolt",Black Matt and Black Nickel,6140,INR,31,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Rim Locks,KRATOS Lockable Knob Series,KRT-LKNB LB (BM/RG),"KRATOS Lockable Knob, 2 Deadbolts and 1 Latchbolt",Black Matt and Rose Gold,6140,INR,31,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Rim Locks,KRATOS Lockable Knob Series,KRT-LKNB LB (RGM/RG),"KRATOS Lockable Knob, 2 Deadbolts and 1 Latchbolt",Rose Gold Matt and Rose Gold,6140,INR,31,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Rim Locks,KRATOS Lockable Knob Series,KRT-LKNB 3B (SSM/BN),"KRATOS Lockable Knob, 3 Deadbolts",Satin Steel Matt and Black Nickel,5300,INR,31,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Rim Locks,KRATOS Lockable Knob Series,KRT-LKNB 3B (ABM/BN),"KRATOS Lockable Knob, 3 Deadbolts",Antique Brass Matt and Black Nickel,5460,INR,31,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Rim Locks,KRATOS Lockable Knob Series,KRT-LKNB 3B (BM/BN),"KRATOS Lockable Knob, 3 Deadbolts",Black Matt and Black Nickel,5680,INR,31,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Rim Locks,KRATOS Lockable Knob Series,KRT-LKNB 3B (BM/RG),"KRATOS Lockable Knob, 3 Deadbolts",Black Matt and Rose Gold,5680,INR,31,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
